landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
0.0,0.0,0.0,-0.0322744846343994,-0.0370981693267822,-0.0125859210068028,-0.0487274527549743,-0.0915181636810302,-0.0198706693747681,-0.034808874130249,-0.138319730758667,-0.0284793030270975,-0.0114336609840393,-0.161677598953247,-0.0370170369544666,-0.029555857181549,-0.1417522430419922,-0.0082703193450015,-0.0334340929985046,-0.2064003944396972,-0.0238743115016859,-0.0325254201889038,-0.2455254793167114,-0.0343510106006306,-0.0294605493545532,-0.2795230746269226,-0.0421402796903294,-0.0022215843200683,-0.1319010853767395,-0.0122986182370823,-0.0003989934921264,-0.1690064072608947,-0.0416026718714874,-0.0076282620429992,-0.12595134973526,-0.0492589443722408,-0.0124847292900085,-0.0884405970573425,-0.046720807234351,0.0237175226211547,-0.1162629127502441,-0.0182830828973692,0.0229868292808532,-0.1440865993499755,-0.0463139645555656,0.0111560821533203,-0.0974878668785095,-0.0411550409892242,0.0045617818832397,-0.0631640553474426,-0.029274313504402,0.0489429831504821,-0.0947809219360351,-0.0254311140427034,0.0454530119895935,-0.1223268508911132,-0.0438155203858059,0.0327955484390258,-0.0891965627670288,-0.0382353521683853,0.0260727405548095,-0.062036395072937,-0.0289102557846945,Volume Up
0.0,0.0,0.0,-0.0315428972244262,-0.0365541577339172,-0.0128757588309298,-0.0481421947479248,-0.0900379419326782,-0.0207268062722931,-0.03558349609375,-0.1367383599281311,-0.0298458009702216,-0.0123792886734008,-0.1609669923782348,-0.038755553562666,-0.0297029018402099,-0.1416942477226257,-0.0085216469806681,-0.0339962244033813,-0.2062563300132751,-0.0242194708180676,-0.0329591035842895,-0.2447419166564941,-0.0347078915429364,-0.0297311544418334,-0.2780993580818176,-0.0423610273492585,-0.0024646520614624,-0.1323090195655822,-0.0122171610337744,-0.0005630850791931,-0.1673113107681274,-0.0414598498237381,-0.0074105262756347,-0.1238973140716552,-0.0492006603372345,-0.0123012661933898,-0.0872554183006286,-0.0468201104295502,0.0233656764030456,-0.1172682046890258,-0.0178770709526787,0.0231029987335205,-0.1451649665832519,-0.0458314481866608,0.0116676092147827,-0.0983248949050903,-0.0406194913876305,0.0049716234207153,-0.063844084739685,-0.0287762533617268,0.0482023954391479,-0.0962111353874206,-0.0246968667698155,0.0454142093658447,-0.1238806247711181,-0.0432111795735608,0.0332350134849548,-0.0904541611671447,-0.0376733232033501,0.026435375213623,-0.0631376504898071,-0.0282876368355999,Volume Up
0.0,0.0,0.0,-0.0311000943183898,-0.0350534915924072,-0.0118268863768946,-0.0484376549720764,-0.0886907577514648,-0.0186809734912287,-0.0360355377197265,-0.1359684467315673,-0.0269124065996777,-0.0115935206413269,-0.1577930450439453,-0.03498767367617,-0.0300336480140686,-0.141246497631073,-0.0072423187555443,-0.0330066084861755,-0.2052186131477356,-0.022239888599671,-0.0321844816207885,-0.2423243522644043,-0.03167991763965,-0.0287750959396362,-0.2757225036621094,-0.0386570026637684,-0.0032873153686523,-0.1307196617126464,-0.0112865935550701,-0.000459611415863,-0.167249321937561,-0.0400668387772213,-0.0084142088890075,-0.1206013560295105,-0.0467038122476708,-0.0124058723449707,-0.0849179029464721,-0.0434092698158394,0.0218726992607116,-0.1147538423538208,-0.0172504396648776,0.0225328207015991,-0.1425861716270446,-0.0452334662439,0.0103529691696167,-0.0940923690795898,-0.0392550905706059,0.004958689212799,-0.0618856549263,-0.0267447480471503,0.0458336472511291,-0.092846930027008,-0.0242414535494219,0.0441018342971801,-0.1209878921508789,-0.0423103054525029,0.0321500301361084,-0.0868409276008606,-0.0361045715870034,0.027002215385437,-0.0612382292747497,-0.0263172635348212,Volume Up
0.0,0.0,0.0,-0.0317155718803405,-0.0358463525772094,-0.0118531487903794,-0.0473386645317077,-0.0892479419708252,-0.0186679573751291,-0.033571720123291,-0.1354868412017822,-0.0269169198370775,-0.0113914012908935,-0.1589320302009582,-0.0350294211901029,-0.0296966433525085,-0.1392599940299987,-0.0070754895939728,-0.0333853363990783,-0.2021757364273071,-0.0216251542813381,-0.0323777794837951,-0.2391635775566101,-0.0311020264423689,-0.0289751291275024,-0.2713990807533264,-0.038061334381183,-0.0029760599136352,-0.1295424103736877,-0.0110084643609127,0.0004471540451049,-0.1625397205352783,-0.0386872651077112,-0.006843090057373,-0.1198992133140564,-0.0456668423510393,-0.0114200115203857,-0.085642397403717,-0.0431595766938528,0.0222527384757995,-0.1146352291107177,-0.0168727977222999,0.0229288339614868,-0.1413021087646484,-0.0432411381996473,0.0112698078155517,-0.0959333181381225,-0.0377744125223955,0.0054321885108947,-0.0643310546875,-0.0263337107396921,0.0465826392173767,-0.0940204262733459,-0.0238756189144453,0.0445210933685302,-0.1206935048103332,-0.0406743237770399,0.0325303077697753,-0.0882923007011413,-0.0347041586435636,0.0266390442848205,-0.0632058978080749,-0.0255045076853832,Volume Up
0.0,0.0,0.0,-0.0306494235992431,-0.0351338386535644,-0.0113176725779027,-0.0459300279617309,-0.0873810648918151,-0.0179030852366537,-0.0334805846214294,-0.1330193281173706,-0.0259182577926964,-0.0124839544296264,-0.1577661037445068,-0.0337286138881296,-0.0290080308914184,-0.1367762684822082,-0.0061055695612282,-0.0326200723648071,-0.198422372341156,-0.0198036948193163,-0.0318137407302856,-0.2352988719940185,-0.0283737810302824,-0.0291231274604797,-0.2674954533576965,-0.0346292549718469,-0.0027747154235839,-0.1285486817359924,-0.0099419917885512,-0.0002738237380981,-0.1626464128494262,-0.0366915011752695,-0.0062848329544067,-0.1208696365356445,-0.0432661505390257,-0.01079523563385,-0.0860740542411804,-0.0404175626088232,0.022089660167694,-0.1148398518562316,-0.0156448570985645,0.0214394927024841,-0.1395704746246338,-0.0416370699156374,0.0111526250839233,-0.095025360584259,-0.0364412622500509,0.005329430103302,-0.0636956095695495,-0.0251258233536333,0.0457785725593566,-0.0953989028930664,-0.022389247452125,0.0430120825767517,-0.1203935146331787,-0.0389852443684191,0.0322260856628418,-0.0882830023765564,-0.033227506463632,0.0269240140914917,-0.0631893277168273,-0.0241522746134847,Volume Up
0.0,0.0,0.0,-0.0312810540199279,-0.0351690649986267,-0.009469533109879,-0.046521246433258,-0.0888453125953674,-0.0144171451719756,-0.0334927439689636,-0.1343306303024292,-0.0210466187017317,-0.0123957991600036,-0.1541038155555725,-0.0275611735450382,-0.029850423336029,-0.1367246508598327,-0.0046731450164969,-0.0330930948257446,-0.1964676976203918,-0.0182056694792862,-0.0322305560111999,-0.2324122786521911,-0.0271361477243061,-0.0295612812042236,-0.2640379667282104,-0.0336975033896322,-0.0039010643959045,-0.1281093955039978,-0.0092311378138418,-0.0023411512374877,-0.1629639863967895,-0.0354719522910471,-0.007899522781372,-0.1218279600143432,-0.0423006590025778,-0.0113713145256042,-0.0881216526031494,-0.0396915103810187,0.0209198594093322,-0.1142587065696716,-0.0154378719197865,0.0197141170501709,-0.1391829848289489,-0.0406749758439417,0.0106068849563598,-0.0949793457984924,-0.0357246797101851,0.006387710571289,-0.0641672611236572,-0.0245987277047987,0.0446831583976745,-0.0946297645568847,-0.0225713446306343,0.0420674085617065,-0.1206493377685546,-0.0382575269358511,0.0312671661376953,-0.0894995331764221,-0.0323198500590677,0.0263165831565856,-0.064923346042633,-0.0232815283851977,Volume Up
0.0,0.0,0.0,-0.0305852890014648,-0.0343643426895141,-0.010641580297765,-0.0465051531791687,-0.0863749980926513,-0.0164596492789357,-0.0338807106018066,-0.1316465735435485,-0.0237893106780617,-0.010787546634674,-0.1523705124855041,-0.0309589987985461,-0.0305110216140747,-0.1339006423950195,-0.0048441899373798,-0.0332662463188171,-0.1941142082214355,-0.0183645932368605,-0.0322027206420898,-0.2283339500427246,-0.0266868079445927,-0.0284544825553894,-0.2593286037445068,-0.0326680129758685,-0.0049891471862792,-0.1252027750015258,-0.0086276911563842,-0.0012238025665283,-0.1587113738059997,-0.034952219425854,-0.0084094405174255,-0.1144911646842956,-0.0407290121905177,-0.011938452720642,-0.081861138343811,-0.0372313110522597,0.0188692212104797,-0.1116370558738708,-0.0143604696161716,0.0205738544464111,-0.1370783448219299,-0.0396422556034892,0.0096340179443359,-0.0916310548782348,-0.0338023228935568,0.0049121379852294,-0.0626616477966308,-0.0220636351398795,0.0416434407234191,-0.0921459197998046,-0.0211221034072011,0.0415220856666564,-0.118358314037323,-0.0363130828730433,0.0309659242630004,-0.0867791771888732,-0.0298284216217368,0.0267360806465148,-0.0640559196472168,-0.0204571912429898,Volume Up
0.0,0.0,0.0,-0.0301412343978881,-0.0345191955566406,-0.0102793756356618,-0.0458663702011108,-0.0871186256408691,-0.0161731453096649,-0.0332102179527282,-0.1315950155258178,-0.0235729986285946,-0.0104386806488037,-0.1519950032234192,-0.0308737927531979,-0.030764102935791,-0.1330220103263855,-0.006514332764425,-0.0337973237037658,-0.1920276880264282,-0.0205395524805567,-0.0331043004989624,-0.2259365916252136,-0.0291491640215895,-0.0299305915832519,-0.2565022110939026,-0.03533400459645,-0.0053837299346923,-0.1241035461425781,-0.0105591840526244,-0.0024166107177734,-0.1557757258415222,-0.0358670005059025,-0.0101153254508972,-0.1125425696372985,-0.0407570400690815,-0.0135148763656616,-0.0828007459640502,-0.0373677188014767,0.0186632275581359,-0.1104314923286438,-0.0165025690054676,0.0194230079650878,-0.1356731653213501,-0.0411423244929096,0.0081005096435546,-0.0909437537193298,-0.0348053710019371,0.0038242936134338,-0.0632194876670837,-0.0232771360730907,0.0419039726257324,-0.0914863944053649,-0.0234423675989887,0.040586233139038,-0.1173295974731445,-0.0384177999055168,0.0290004611015319,-0.0857653021812439,-0.0316667505955479,0.0243521928787231,-0.0631195306777954,-0.0223984518503925,Volume Up
0.0,0.0,0.0,-0.0300136804580688,-0.0349393486976623,-0.0087953223627579,-0.0448753833770751,-0.0847407579421997,-0.0142517532002699,-0.0354962348937988,-0.1287196278572082,-0.0216012061354291,-0.0128588676452636,-0.1493614912033081,-0.0289514143731963,-0.0302727818489074,-0.1276471018791198,-0.003121955763973,-0.0329033732414245,-0.1853774189949035,-0.0147080071982514,-0.0316628813743591,-0.2193720340728759,-0.0221862778779637,-0.0285696387290954,-0.2491153478622436,-0.0278205969151628,-0.0059502720832824,-0.119839608669281,-0.0072167380493652,-0.001821756362915,-0.1482025980949401,-0.0300553184714686,-0.0073543787002563,-0.1104907393455505,-0.0352252148803842,-0.0119110941886901,-0.0796307921409607,-0.0328208529171121,0.0170767903327941,-0.1074376702308654,-0.0130246006664407,0.0182654857635498,-0.1309560537338256,-0.0348047003862035,0.0091239809989929,-0.0912036895751953,-0.0290088359978568,0.0038316845893859,-0.0628939867019653,-0.018763844367541,0.0393618941307067,-0.0895783901214599,-0.0198285472360026,0.0385599136352539,-0.1148031949996948,-0.0322339073535573,0.028522253036499,-0.0869960188865661,-0.025520410832442,0.0229324698448181,-0.0641725659370422,-0.016984675523318,Volume Up
0.0,0.0,0.0,-0.0298520326614379,-0.0324884057044982,-0.0072032643500747,-0.0452253222465515,-0.0800333619117736,-0.0116582067701997,-0.0374341011047363,-0.1215063333511352,-0.0182340137679162,-0.0178760886192321,-0.1414512991905212,-0.0249075826276126,-0.0293536782264709,-0.1222312450408935,-0.0023086389545383,-0.0329277515411376,-0.1772575974464416,-0.0138143545035305,-0.0331190228462219,-0.2104813456535339,-0.0212795969117465,-0.0317738652229309,-0.239339530467987,-0.0269167900104108,-0.0065751075744628,-0.115581214427948,-0.0071015713755073,-0.0069016814231872,-0.1435185074806213,-0.0292544618267598,-0.0119930505752563,-0.1078677773475647,-0.0343349903840604,-0.0148525834083557,-0.0786958932876586,-0.0321620360035481,0.0152992010116577,-0.1041563749313354,-0.0134785298276725,0.0126505494117736,-0.126068890094757,-0.0343800961989941,0.0048373341560363,-0.0882173180580139,-0.0286072392035308,0.0017125010490417,-0.0612316131591796,-0.0187191154826464,0.0370283126831054,-0.0872607827186584,-0.0207897529024663,0.0331781506538391,-0.1111621260643005,-0.0326824069041791,0.0237331986427307,-0.084867775440216,-0.0261238917727055,0.0196730494499206,-0.0629124641418457,-0.0179196160305323,Volume Up
